jurisdiction,metric,delta,flag_type,correction_status
Hawaii,total_profiles,-865,Monotonicity Violation,Unreviewed
Hawaii,offender_profiles,-1087,Monotonicity Violation,Unreviewed
Hawaii,forensic_profiles,-14,Monotonicity Violation,Unreviewed
Hawaii,total_profiles,-1101,Monotonicity Violation,Unreviewed
Hawaii,offender_profiles,514,Spike Detection,Unreviewed
Hawaii,offender_profiles,-1278,Monotonicity Violation,Unreviewed
Hawaii,forensic_profiles,-27,Monotonicity Violation,Unreviewed
Hawaii,total_profiles,-1305,Monotonicity Violation,Unreviewed
Hawaii,offender_profiles,-5236,Monotonicity Violation,Unreviewed
Hawaii,forensic_profiles,-108,Monotonicity Violation,Unreviewed
Hawaii,total_profiles,-5344,Monotonicity Violation,Unreviewed
Hawaii,forensic_profiles,-321,Monotonicity Violation,Unreviewed
Hawaii,arrestee,-322,Monotonicity Violation,Unreviewed
Hawaii,forensic_profiles,-585,Monotonicity Violation,Unreviewed
Hawaii,unknown,NA,Laboratory Jump,Unreviewed
Hawaii,arrestee,-638,Monotonicity Violation,Unreviewed
Hawaii,offender_profiles,-1,Monotonicity Violation,Unreviewed
Hawaii,offender_profiles,-76,Monotonicity Violation,Unreviewed
Hawaii,total_profiles,-10,Monotonicity Violation,Unreviewed
Idaho,forensic_profiles,-5,Monotonicity Violation,Unreviewed
Idaho,total_profiles,-5,Monotonicity Violation,Unreviewed
Idaho,offender_profiles,-8,Monotonicity Violation,Unreviewed
Idaho,forensic_profiles,-6,Monotonicity Violation,Unreviewed
Idaho,total_profiles,-14,Monotonicity Violation,Unreviewed
Idaho,forensic_profiles,-3,Monotonicity Violation,Unreviewed
Idaho,total_profiles,-3,Monotonicity Violation,Unreviewed
Idaho,forensic_profiles,-13,Monotonicity Violation,Unreviewed
Idaho,total_profiles,-13,Monotonicity Violation,Unreviewed
Idaho,forensic_profiles,-29,Monotonicity Violation,Unreviewed
Idaho,total_profiles,-29,Monotonicity Violation,Unreviewed
Idaho,forensic_profiles,-236,Monotonicity Violation,Unreviewed
Idaho,arrestee,-237,Monotonicity Violation,Unreviewed
Idaho,forensic_profiles,-274,Monotonicity Violation,Unreviewed
Idaho,unknown,NA,Laboratory Jump,Unreviewed
Idaho,arrestee,-289,Monotonicity Violation,Unreviewed
Idaho,offender_profiles,-27,Monotonicity Violation,Unreviewed
Idaho,total_profiles,-27,Monotonicity Violation,Unreviewed
Idaho,forensic_profiles,-20,Monotonicity Violation,Unreviewed
Illinois,arrestee,-2676,Monotonicity Violation,Unreviewed
Illinois,offender_profiles,-133,Monotonicity Violation,Unreviewed
Illinois,total_profiles,-68,Monotonicity Violation,Unreviewed
Illinois,forensic_profiles,-441,Monotonicity Violation,Unreviewed
Illinois,offender_profiles,-9927,Monotonicity Violation,Unreviewed
Illinois,forensic_profiles,-284,Monotonicity Violation,Unreviewed
Illinois,total_profiles,-10211,Monotonicity Violation,Unreviewed
Illinois,total_profiles,2478,Spike Detection,Unreviewed
Illinois,offender_profiles,2308,Spike Detection,Unreviewed
Illinois,offender_profiles,-2308,Monotonicity Violation,Unreviewed
Illinois,forensic_profiles,-170,Monotonicity Violation,Unreviewed
Illinois,total_profiles,-2478,Monotonicity Violation,Unreviewed
Illinois,offender_profiles,-5235,Monotonicity Violation,Unreviewed
Illinois,forensic_profiles,-550,Monotonicity Violation,Unreviewed
Illinois,total_profiles,-5785,Monotonicity Violation,Unreviewed
Illinois,total_profiles,4823,Spike Detection,Unreviewed
Illinois,offender_profiles,4646,Spike Detection,Unreviewed
Illinois,offender_profiles,-11900,Monotonicity Violation,Unreviewed
Illinois,forensic_profiles,-1182,Monotonicity Violation,Unreviewed
Illinois,total_profiles,-13082,Monotonicity Violation,Unreviewed
Illinois,total_profiles,16536,Spike Detection,Unreviewed
Illinois,offender_profiles,15126,Spike Detection,Unreviewed
Illinois,forensic_profiles,1410,Spike Detection,Unreviewed
Illinois,offender_profiles,-15126,Monotonicity Violation,Unreviewed
Illinois,forensic_profiles,-1410,Monotonicity Violation,Unreviewed
Illinois,total_profiles,-16536,Monotonicity Violation,Unreviewed
Illinois,forensic_profiles,-85,Monotonicity Violation,Unreviewed
Illinois,offender_profiles,-40963,Monotonicity Violation,Unreviewed
Illinois,forensic_profiles,-3377,Monotonicity Violation,Unreviewed
Illinois,total_profiles,-44340,Monotonicity Violation,Unreviewed
Illinois,forensic_profiles,-21621,Monotonicity Violation,Unreviewed
Illinois,arrestee,-21631,Monotonicity Violation,Unreviewed
Illinois,forensic_profiles,-24470,Monotonicity Violation,Unreviewed
Illinois,arrestee,964,Spike Detection,Unreviewed
Illinois,unknown,NA,Laboratory Jump,Unreviewed
Illinois,arrestee,-25695,Monotonicity Violation,Unreviewed
Illinois,offender_profiles,-465,Monotonicity Violation,Unreviewed
Indiana,arrestee,-107,Monotonicity Violation,Unreviewed
Indiana,offender_profiles,-2,Monotonicity Violation,Unreviewed
Indiana,total_profiles,17271,Spike Detection,Unreviewed
Indiana,forensic_profiles,10088,Spike Detection,Unreviewed
Indiana,forensic_profiles,-9828,Monotonicity Violation,Unreviewed
Indiana,total_profiles,-7800,Monotonicity Violation,Unreviewed
Indiana,total_profiles,18452,Spike Detection,Unreviewed
Indiana,offender_profiles,18094,Spike Detection,Unreviewed
Indiana,offender_profiles,-4801,Monotonicity Violation,Unreviewed
Indiana,forensic_profiles,-128,Monotonicity Violation,Unreviewed
Indiana,total_profiles,-4929,Monotonicity Violation,Unreviewed
Indiana,offender_profiles,-5361,Monotonicity Violation,Unreviewed
Indiana,forensic_profiles,-144,Monotonicity Violation,Unreviewed
Indiana,total_profiles,-5505,Monotonicity Violation,Unreviewed
Indiana,total_profiles,2748,Spike Detection,Unreviewed
Indiana,offender_profiles,2673,Spike Detection,Unreviewed
Indiana,offender_profiles,-10455,Monotonicity Violation,Unreviewed
Indiana,forensic_profiles,-291,Monotonicity Violation,Unreviewed
Indiana,total_profiles,-10746,Monotonicity Violation,Unreviewed
Indiana,offender_profiles,-28290,Monotonicity Violation,Unreviewed
Indiana,forensic_profiles,-990,Monotonicity Violation,Unreviewed
Indiana,total_profiles,-29280,Monotonicity Violation,Unreviewed
Indiana,forensic_profiles,-5422,Monotonicity Violation,Unreviewed
Indiana,arrestee,-5427,Monotonicity Violation,Unreviewed
Indiana,forensic_profiles,-6776,Monotonicity Violation,Unreviewed
Indiana,unknown,NA,Laboratory Jump,Unreviewed
Indiana,arrestee,-7272,Monotonicity Violation,Unreviewed
Indiana,offender_profiles,-51,Monotonicity Violation,Unreviewed
Iowa,offender_profiles,-174,Monotonicity Violation,Unreviewed
Iowa,total_profiles,-10,Monotonicity Violation,Unreviewed
Iowa,offender_profiles,-175,Monotonicity Violation,Unreviewed
Iowa,forensic_profiles,-66,Monotonicity Violation,Unreviewed
Iowa,total_profiles,-241,Monotonicity Violation,Unreviewed
Iowa,offender_profiles,-267,Monotonicity Violation,Unreviewed
Iowa,forensic_profiles,-17,Monotonicity Violation,Unreviewed
Iowa,total_profiles,-284,Monotonicity Violation,Unreviewed
Iowa,total_profiles,4234,Spike Detection,Unreviewed
Iowa,offender_profiles,4028,Spike Detection,Unreviewed
Iowa,offender_profiles,-966,Monotonicity Violation,Unreviewed
Iowa,forensic_profiles,-68,Monotonicity Violation,Unreviewed
Iowa,total_profiles,-1034,Monotonicity Violation,Unreviewed
Iowa,offender_profiles,-657,Monotonicity Violation,Unreviewed
Iowa,forensic_profiles,-58,Monotonicity Violation,Unreviewed
Iowa,total_profiles,-715,Monotonicity Violation,Unreviewed
Iowa,offender_profiles,811,Spike Detection,Unreviewed
Iowa,offender_profiles,-2738,Monotonicity Violation,Unreviewed
Iowa,forensic_profiles,-148,Monotonicity Violation,Unreviewed
Iowa,total_profiles,-2886,Monotonicity Violation,Unreviewed
Iowa,offender_profiles,-7822,Monotonicity Violation,Unreviewed
Iowa,forensic_profiles,-523,Monotonicity Violation,Unreviewed
Iowa,total_profiles,-8345,Monotonicity Violation,Unreviewed
Iowa,forensic_profiles,-3042,Monotonicity Violation,Unreviewed
Iowa,arrestee,-3043,Monotonicity Violation,Unreviewed
Iowa,forensic_profiles,-3667,Monotonicity Violation,Unreviewed
Iowa,unknown,NA,Laboratory Jump,Unreviewed
Iowa,arrestee,-3803,Monotonicity Violation,Unreviewed
Iowa,offender_profiles,-1,Monotonicity Violation,Unreviewed
Kansas,arrestee,-211,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-929,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-785,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-1289,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-59,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-1348,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-16,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-1,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,2382,Spike Detection,Unreviewed
Kansas,offender_profiles,-419,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-370,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-64,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-64,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-1465,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-20,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-1485,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-2,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-1,Monotonicity Violation,Unreviewed
Kansas,total_profiles,2544,Spike Detection,Unreviewed
Kansas,offender_profiles,2307,Spike Detection,Unreviewed
Kansas,offender_profiles,-1479,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-114,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-1593,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-4907,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-31,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-4938,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-6495,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-73,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-6568,Monotonicity Violation,Unreviewed
Kansas,total_profiles,6599,Spike Detection,Unreviewed
Kansas,offender_profiles,6495,Spike Detection,Unreviewed
Kansas,offender_profiles,-6495,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-104,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-6599,Monotonicity Violation,Unreviewed
Kansas,total_profiles,7031,Spike Detection,Unreviewed
Kansas,offender_profiles,6865,Spike Detection,Unreviewed
Kansas,offender_profiles,-6865,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-166,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-7031,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-8275,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-185,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-8460,Monotonicity Violation,Unreviewed
Kansas,total_profiles,8975,Spike Detection,Unreviewed
Kansas,offender_profiles,8760,Spike Detection,Unreviewed
Kansas,offender_profiles,-8760,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-215,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-8975,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-8839,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-260,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-9099,Monotonicity Violation,Unreviewed
Kansas,total_profiles,9132,Spike Detection,Unreviewed
Kansas,offender_profiles,8842,Spike Detection,Unreviewed
Kansas,offender_profiles,-8842,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-290,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-9132,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-8843,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-307,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-9150,Monotonicity Violation,Unreviewed
Kansas,total_profiles,9527,Spike Detection,Unreviewed
Kansas,offender_profiles,9155,Spike Detection,Unreviewed
Kansas,offender_profiles,-9155,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-372,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-9527,Monotonicity Violation,Unreviewed
Kansas,total_profiles,10395,Spike Detection,Unreviewed
Kansas,offender_profiles,9952,Spike Detection,Unreviewed
Kansas,offender_profiles,-9952,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-443,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-10395,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-10673,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-516,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-11189,Monotonicity Violation,Unreviewed
Kansas,total_profiles,6289,Spike Detection,Unreviewed
Kansas,offender_profiles,6151,Spike Detection,Unreviewed
Kansas,offender_profiles,-23114,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-1042,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-24156,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-3739,Monotonicity Violation,Unreviewed
Kansas,arrestee,-3744,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-4207,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,44028,Spike Detection,Unreviewed
Kansas,unknown,NA,Laboratory Jump,Unreviewed
Kansas,offender_profiles,-41865,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-13,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-414,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-51122,Monotonicity Violation,Unreviewed
Kansas,arrestee,-81022,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-6825,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-138969,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-5,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-55669,Monotonicity Violation,Unreviewed
Kansas,arrestee,-119361,Monotonicity Violation,Unreviewed
Kansas,forensic_profiles,-10688,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-185718,Monotonicity Violation,Unreviewed
Kansas,offender_profiles,-6164,Monotonicity Violation,Unreviewed
Kansas,total_profiles,-124,Monotonicity Violation,Unreviewed
