jurisdiction,metric,delta,flag_type,correction_status
New Mexico,total_profiles,1403,Spike Detection,Unreviewed
New Mexico,offender_profiles,1238,Spike Detection,Unreviewed
New Mexico,offender_profiles,-1238,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-165,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-1403,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,1713,Spike Detection,Unreviewed
New Mexico,offender_profiles,1481,Spike Detection,Unreviewed
New Mexico,offender_profiles,-1481,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-232,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-1713,Monotonicity Violation,Unreviewed
New Mexico,offender_profiles,-1962,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-261,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-2223,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,2544,Spike Detection,Unreviewed
New Mexico,offender_profiles,2206,Spike Detection,Unreviewed
New Mexico,offender_profiles,-2206,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-338,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-2544,Monotonicity Violation,Unreviewed
New Mexico,offender_profiles,-2453,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-355,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-2808,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,3093,Spike Detection,Unreviewed
New Mexico,offender_profiles,2699,Spike Detection,Unreviewed
New Mexico,offender_profiles,-2699,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-394,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-3093,Monotonicity Violation,Unreviewed
New Mexico,offender_profiles,-2942,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-413,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-3355,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,3623,Spike Detection,Unreviewed
New Mexico,offender_profiles,3186,Spike Detection,Unreviewed
New Mexico,offender_profiles,-3186,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-437,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-3623,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,3895,Spike Detection,Unreviewed
New Mexico,offender_profiles,3431,Spike Detection,Unreviewed
New Mexico,offender_profiles,-3431,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-464,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-3895,Monotonicity Violation,Unreviewed
New Mexico,offender_profiles,-3676,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-552,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-4228,Monotonicity Violation,Unreviewed
New Mexico,offender_profiles,-5658,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-921,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-6579,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-2577,Monotonicity Violation,Unreviewed
New Mexico,arrestee,-2580,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-3105,Monotonicity Violation,Unreviewed
New Mexico,offender_profiles,17288,Spike Detection,Unreviewed
New Mexico,unknown,NA,Laboratory Jump,Unreviewed
New Mexico,offender_profiles,-16338,Monotonicity Violation,Unreviewed
New Mexico,offender_profiles,-17287,Monotonicity Violation,Unreviewed
New Mexico,arrestee,-42776,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-7290,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-67353,Monotonicity Violation,Unreviewed
New Mexico,offender_profiles,-22681,Monotonicity Violation,Unreviewed
New Mexico,arrestee,-61562,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-12448,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-96691,Monotonicity Violation,Unreviewed
New York,arrestee,-2234,Monotonicity Violation,Unreviewed
New York,offender_profiles,-1078,Monotonicity Violation,Unreviewed
New York,forensic_profiles,-175,Monotonicity Violation,Unreviewed
New York,total_profiles,-1253,Monotonicity Violation,Unreviewed
New York,total_profiles,2427,Spike Detection,Unreviewed
New York,offender_profiles,2249,Spike Detection,Unreviewed
New York,offender_profiles,-2249,Monotonicity Violation,Unreviewed
New York,forensic_profiles,-178,Monotonicity Violation,Unreviewed
New York,total_profiles,-2427,Monotonicity Violation,Unreviewed
New York,total_profiles,43277,Spike Detection,Unreviewed
New York,offender_profiles,41899,Spike Detection,Unreviewed
New York,forensic_profiles,1378,Spike Detection,Unreviewed
New York,offender_profiles,-5294,Monotonicity Violation,Unreviewed
New York,forensic_profiles,-425,Monotonicity Violation,Unreviewed
New York,total_profiles,-5719,Monotonicity Violation,Unreviewed
New York,offender_profiles,-11608,Monotonicity Violation,Unreviewed
New York,forensic_profiles,-625,Monotonicity Violation,Unreviewed
New York,total_profiles,-12233,Monotonicity Violation,Unreviewed
New York,total_profiles,2480,Spike Detection,Unreviewed
New York,offender_profiles,2135,Spike Detection,Unreviewed
New York,offender_profiles,-19446,Monotonicity Violation,Unreviewed
New York,forensic_profiles,-1291,Monotonicity Violation,Unreviewed
New York,total_profiles,-20737,Monotonicity Violation,Unreviewed
New York,offender_profiles,-49038,Monotonicity Violation,Unreviewed
New York,forensic_profiles,-4540,Monotonicity Violation,Unreviewed
New York,total_profiles,-53578,Monotonicity Violation,Unreviewed
New York,total_profiles,2003,Spike Detection,Unreviewed
New York,offender_profiles,1754,Spike Detection,Unreviewed
New York,offender_profiles,-64601,Monotonicity Violation,Unreviewed
New York,forensic_profiles,-6376,Monotonicity Violation,Unreviewed
New York,total_profiles,-70977,Monotonicity Violation,Unreviewed
New York,forensic_profiles,-30634,Monotonicity Violation,Unreviewed
New York,arrestee,-30643,Monotonicity Violation,Unreviewed
New York,forensic_profiles,-35320,Monotonicity Violation,Unreviewed
New York,forensic_profiles,-1,Monotonicity Violation,Unreviewed
New York,arrestee,1307,Spike Detection,Unreviewed
New York,unknown,NA,Laboratory Jump,Unreviewed
New York,arrestee,-36932,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-818,Monotonicity Violation,Unreviewed
North Carolina,offender_profiles,824,Spike Detection,Unreviewed
North Carolina,offender_profiles,-1000,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,-942,Monotonicity Violation,Unreviewed
North Carolina,offender_profiles,-1114,Monotonicity Violation,Unreviewed
North Carolina,forensic_profiles,-333,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,-1447,Monotonicity Violation,Unreviewed
North Carolina,offender_profiles,-3027,Monotonicity Violation,Unreviewed
North Carolina,forensic_profiles,-63,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,-3090,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,3649,Spike Detection,Unreviewed
North Carolina,offender_profiles,3599,Spike Detection,Unreviewed
North Carolina,offender_profiles,-3599,Monotonicity Violation,Unreviewed
North Carolina,forensic_profiles,-50,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,-3649,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,13775,Spike Detection,Unreviewed
North Carolina,offender_profiles,13619,Spike Detection,Unreviewed
North Carolina,offender_profiles,-5740,Monotonicity Violation,Unreviewed
North Carolina,forensic_profiles,-31,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,-5771,Monotonicity Violation,Unreviewed
North Carolina,offender_profiles,-3029,Monotonicity Violation,Unreviewed
North Carolina,forensic_profiles,-70,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,-3099,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,1985,Spike Detection,Unreviewed
North Carolina,offender_profiles,1948,Spike Detection,Unreviewed
North Carolina,offender_profiles,-8681,Monotonicity Violation,Unreviewed
North Carolina,forensic_profiles,-134,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,-8815,Monotonicity Violation,Unreviewed
North Carolina,offender_profiles,-20854,Monotonicity Violation,Unreviewed
North Carolina,forensic_profiles,-595,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,-21449,Monotonicity Violation,Unreviewed
North Carolina,forensic_profiles,-4889,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-4891,Monotonicity Violation,Unreviewed
North Carolina,forensic_profiles,-5730,Monotonicity Violation,Unreviewed
North Carolina,offender_profiles,7388,Spike Detection,Unreviewed
North Carolina,unknown,NA,Laboratory Jump,Unreviewed
North Carolina,offender_profiles,-4985,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-15,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-28,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-56,Monotonicity Violation,Unreviewed
North Carolina,offender_profiles,-3,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-15,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-6,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-50,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-15,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-11,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-70,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-78,Monotonicity Violation,Unreviewed
North Carolina,offender_profiles,-2,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,1010,Spike Detection,Unreviewed
North Carolina,offender_profiles,607,Spike Detection,Unreviewed
North Carolina,offender_profiles,-249240,Monotonicity Violation,Unreviewed
North Carolina,total_profiles,-247959,Monotonicity Violation,Unreviewed
North Carolina,arrestee,-111,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-1,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-1,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-1,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-1,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-65,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-62,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-2,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-2,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-137,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-137,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,1900,Spike Detection,Unreviewed
North Dakota,offender_profiles,1869,Spike Detection,Unreviewed
North Dakota,offender_profiles,-752,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-19,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-771,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-735,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-9,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-744,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-1101,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-16,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-1117,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,1273,Spike Detection,Unreviewed
North Dakota,offender_profiles,1255,Spike Detection,Unreviewed
North Dakota,offender_profiles,-1255,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-18,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-1273,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,1273,Spike Detection,Unreviewed
North Dakota,offender_profiles,1255,Spike Detection,Unreviewed
North Dakota,offender_profiles,-1255,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-18,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-1273,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-1255,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-18,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-1273,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,1273,Spike Detection,Unreviewed
North Dakota,offender_profiles,1255,Spike Detection,Unreviewed
North Dakota,offender_profiles,-1255,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-18,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-1273,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-1602,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-22,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-1624,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,1646,Spike Detection,Unreviewed
North Dakota,offender_profiles,1597,Spike Detection,Unreviewed
North Dakota,offender_profiles,-1597,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-49,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-1646,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-1805,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-69,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-1874,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,1953,Spike Detection,Unreviewed
North Dakota,offender_profiles,1869,Spike Detection,Unreviewed
North Dakota,offender_profiles,-1869,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-84,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-1953,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,1961,Spike Detection,Unreviewed
North Dakota,offender_profiles,1872,Spike Detection,Unreviewed
North Dakota,offender_profiles,-1872,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-89,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-1961,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-2167,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-95,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-2262,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-2241,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-185,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-2426,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-448,Monotonicity Violation,Unreviewed
North Dakota,arrestee,-449,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-559,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,5485,Spike Detection,Unreviewed
North Dakota,unknown,NA,Laboratory Jump,Unreviewed
North Dakota,offender_profiles,-5171,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-82914,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-81457,Monotonicity Violation,Unreviewed
North Dakota,arrestee,-2,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-1,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-3,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-7463,Monotonicity Violation,Unreviewed
North Dakota,arrestee,-20942,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-1072,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-29477,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-24719,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-24245,Monotonicity Violation,Unreviewed
North Dakota,arrestee,-1,Monotonicity Violation,Unreviewed
North Dakota,offender_profiles,-8866,Monotonicity Violation,Unreviewed
North Dakota,arrestee,-32111,Monotonicity Violation,Unreviewed
North Dakota,forensic_profiles,-2258,Monotonicity Violation,Unreviewed
North Dakota,total_profiles,-43235,Monotonicity Violation,Unreviewed
Ohio,arrestee,-481,Monotonicity Violation,Unreviewed
Ohio,offender_profiles,-1713,Monotonicity Violation,Unreviewed
Ohio,total_profiles,-1019,Monotonicity Violation,Unreviewed
Ohio,offender_profiles,-339,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-157,Monotonicity Violation,Unreviewed
Ohio,total_profiles,-496,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-169,Monotonicity Violation,Unreviewed
Ohio,total_profiles,-169,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-1090,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-15,Monotonicity Violation,Unreviewed
Ohio,total_profiles,24794,Spike Detection,Unreviewed
Ohio,offender_profiles,22511,Spike Detection,Unreviewed
Ohio,forensic_profiles,2283,Spike Detection,Unreviewed
Ohio,offender_profiles,-8173,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-408,Monotonicity Violation,Unreviewed
Ohio,total_profiles,-8581,Monotonicity Violation,Unreviewed
Ohio,offender_profiles,-4496,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-350,Monotonicity Violation,Unreviewed
Ohio,total_profiles,-4846,Monotonicity Violation,Unreviewed
Ohio,total_profiles,2764,Spike Detection,Unreviewed
Ohio,offender_profiles,2554,Spike Detection,Unreviewed
Ohio,offender_profiles,-12740,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-809,Monotonicity Violation,Unreviewed
Ohio,total_profiles,-13549,Monotonicity Violation,Unreviewed
Ohio,offender_profiles,-53499,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-2686,Monotonicity Violation,Unreviewed
Ohio,total_profiles,-56185,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-19626,Monotonicity Violation,Unreviewed
Ohio,arrestee,-19637,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-23121,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-2,Monotonicity Violation,Unreviewed
Ohio,offender_profiles,23546,Spike Detection,Unreviewed
Ohio,unknown,NA,Laboratory Jump,Unreviewed
Ohio,offender_profiles,-14087,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-357,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-372,Monotonicity Violation,Unreviewed
Ohio,offender_profiles,-67,Monotonicity Violation,Unreviewed
Ohio,offender_profiles,-18187,Monotonicity Violation,Unreviewed
Ohio,arrestee,-8514,Monotonicity Violation,Unreviewed
Ohio,forensic_profiles,-60,Monotonicity Violation,Unreviewed
Ohio,total_profiles,-26761,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-20,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-20,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-8,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-8,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-7,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,5167,Spike Detection,Unreviewed
Oklahoma,offender_profiles,5149,Spike Detection,Unreviewed
Oklahoma,offender_profiles,-5149,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-18,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-5167,Monotonicity Violation,Unreviewed
Oklahoma,unknown,NA,Laboratory Jump,Unreviewed
Oklahoma,offender_profiles,-214881,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-13045,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-227926,Monotonicity Violation,Unreviewed
Oklahoma,offender_profiles,-17358,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-78,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-17436,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,19403,Spike Detection,Unreviewed
Oklahoma,offender_profiles,19308,Spike Detection,Unreviewed
Oklahoma,offender_profiles,-19308,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-95,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-19403,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,20453,Spike Detection,Unreviewed
Oklahoma,offender_profiles,20333,Spike Detection,Unreviewed
Oklahoma,offender_profiles,-20333,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-120,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-20453,Monotonicity Violation,Unreviewed
Oklahoma,offender_profiles,-20596,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-146,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-20742,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,21266,Spike Detection,Unreviewed
Oklahoma,offender_profiles,21107,Spike Detection,Unreviewed
Oklahoma,offender_profiles,-21107,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-159,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-21266,Monotonicity Violation,Unreviewed
Oklahoma,offender_profiles,-21299,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-175,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-21474,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,22442,Spike Detection,Unreviewed
Oklahoma,offender_profiles,22238,Spike Detection,Unreviewed
Oklahoma,offender_profiles,-22238,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-204,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-22442,Monotonicity Violation,Unreviewed
Oklahoma,offender_profiles,-23550,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-218,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-23768,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,25409,Spike Detection,Unreviewed
Oklahoma,offender_profiles,25157,Spike Detection,Unreviewed
Oklahoma,offender_profiles,-25157,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-252,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-25409,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,25940,Spike Detection,Unreviewed
Oklahoma,offender_profiles,25671,Spike Detection,Unreviewed
Oklahoma,offender_profiles,-25671,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-269,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-25940,Monotonicity Violation,Unreviewed
Oklahoma,offender_profiles,-27588,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-355,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-27943,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,1880,Spike Detection,Unreviewed
Oklahoma,offender_profiles,1782,Spike Detection,Unreviewed
Oklahoma,offender_profiles,-35042,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-680,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-35722,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-1811,Monotonicity Violation,Unreviewed
Oklahoma,arrestee,-1814,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-2414,Monotonicity Violation,Unreviewed
Oklahoma,unknown,NA,Laboratory Jump,Unreviewed
Oklahoma,arrestee,-2375,Monotonicity Violation,Unreviewed
Oklahoma,arrestee,-1,Monotonicity Violation,Unreviewed
Oklahoma,offender_profiles,-89948,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-5856,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-95104,Monotonicity Violation,Unreviewed
Oklahoma,arrestee,-700,Monotonicity Violation,Unreviewed
Oklahoma,arrestee,-2,Monotonicity Violation,Unreviewed
Oklahoma,arrestee,-74,Monotonicity Violation,Unreviewed
Oklahoma,arrestee,-210,Monotonicity Violation,Unreviewed
Oklahoma,offender_profiles,-122911,Monotonicity Violation,Unreviewed
Oklahoma,arrestee,-8931,Monotonicity Violation,Unreviewed
Oklahoma,forensic_profiles,-8858,Monotonicity Violation,Unreviewed
Oklahoma,total_profiles,-140700,Monotonicity Violation,Unreviewed
Oklahoma,arrestee,-1084,Monotonicity Violation,Unreviewed
Oregon,arrestee,-677,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,-1,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,-1368,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-1173,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-72,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,-563,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-70,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-633,Monotonicity Violation,Unreviewed
Oregon,total_profiles,2045,Spike Detection,Unreviewed
Oregon,offender_profiles,1996,Spike Detection,Unreviewed
Oregon,offender_profiles,-1996,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-49,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-2045,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,-9,Monotonicity Violation,Unreviewed
Oregon,total_profiles,3288,Spike Detection,Unreviewed
Oregon,offender_profiles,2917,Spike Detection,Unreviewed
Oregon,offender_profiles,-1209,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-91,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-1300,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,-3297,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-78,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-3375,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,-12351,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-101,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-12452,Monotonicity Violation,Unreviewed
Oregon,total_profiles,12943,Spike Detection,Unreviewed
Oregon,offender_profiles,12810,Spike Detection,Unreviewed
Oregon,offender_profiles,-12810,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-133,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-12943,Monotonicity Violation,Unreviewed
Oregon,total_profiles,13336,Spike Detection,Unreviewed
Oregon,offender_profiles,13151,Spike Detection,Unreviewed
Oregon,offender_profiles,-13151,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-185,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-13336,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,-13887,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-228,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-14115,Monotonicity Violation,Unreviewed
Oregon,total_profiles,14532,Spike Detection,Unreviewed
Oregon,offender_profiles,14276,Spike Detection,Unreviewed
Oregon,offender_profiles,-14276,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-256,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-14532,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,-17547,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-332,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-17879,Monotonicity Violation,Unreviewed
Oregon,total_profiles,18136,Spike Detection,Unreviewed
Oregon,offender_profiles,17746,Spike Detection,Unreviewed
Oregon,offender_profiles,-17746,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-390,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-18136,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,-17754,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-446,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-18200,Monotonicity Violation,Unreviewed
Oregon,total_profiles,18262,Spike Detection,Unreviewed
Oregon,offender_profiles,17757,Spike Detection,Unreviewed
Oregon,forensic_profiles,505,Spike Detection,Unreviewed
Oregon,offender_profiles,-17757,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-505,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-18262,Monotonicity Violation,Unreviewed
Oregon,total_profiles,19937,Spike Detection,Unreviewed
Oregon,offender_profiles,19396,Spike Detection,Unreviewed
Oregon,forensic_profiles,541,Spike Detection,Unreviewed
Oregon,offender_profiles,-19396,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-541,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-19937,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,-21322,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-617,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-21939,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,669,Spike Detection,Unreviewed
Oregon,offender_profiles,-25320,Monotonicity Violation,Unreviewed
